"Xloc","Yloc","Landuse","Rock"
3.4,1.2,"Pasture","Sequanian"
3.4,1.25,"Pasture","Sequanian"
3.4,1.3,"Meadow","Sequanian"
3.4,1.35,"Meadow","Sequanian"
3.4,1.4,"Meadow","Sequanian"
3.4,1.45,"Meadow","Sequanian"
3.4,1.5,"Meadow","Sequanian"
3.4,1.55,"Meadow","Sequanian"
3.4,1.6,"Tillage","Sequanian"
3.4,1.65,"Tillage","Sequanian"
3.4,1.7,"Meadow","Sequanian"
3.4,1.75,"Meadow","Sequanian"
3.4,1.8,"Pasture","Sequanian"
3.4,1.85,"Pasture","Kimmeridgian"
3.4,1.9,"Pasture","Kimmeridgian"
3.4,1.95,"Pasture","Kimmeridgian"
3.4,2,"Pasture","Kimmeridgian"
3.4,2.05,"Pasture","Kimmeridgian"
3.4,2.1,"Meadow","Kimmeridgian"
3.4,2.15,"Meadow","Quaternary"
3.4,2.2,"Meadow","Quaternary"
3.4,2.25,"Pasture","Kimmeridgian"
3.4,2.3,"Pasture","Kimmeridgian"
3.4,2.35,"Pasture","Kimmeridgian"
3.4,2.4,"Pasture","Portlandian"
3.4,2.45,"Pasture","Portlandian"
3.4,2.5,"Forest","Portlandian"
3.4,2.55,"Meadow","Kimmeridgian"
3.4,2.6,"Meadow","Kimmeridgian"
3.4,2.65,"Meadow","Sequanian"
3.4,2.7,"Meadow","Sequanian"
3.4,2.75,"Meadow","Sequanian"
3.4,2.8,"Meadow","Sequanian"
3.4,2.85,"Meadow","Sequanian"
3.4,2.9,"Meadow","Sequanian"
3.4,2.95,"Meadow","Sequanian"
3.4,3,"Forest","Quaternary"
3.4,3.05,"Forest","Quaternary"
3.4,3.1,"Pasture","Quaternary"
3.4,3.15,"Pasture","Kimmeridgian"
3.4,3.2,"Pasture","Kimmeridgian"
3.4,3.25,"Pasture","Kimmeridgian"
3.4,3.3,"Pasture","Kimmeridgian"
3.4,3.35,"Pasture","Kimmeridgian"
3.4,3.4,"Pasture","Kimmeridgian"
3.4,3.45,"Pasture","Kimmeridgian"
3.4,3.5,"Meadow","Kimmeridgian"
3.4,3.55,"Meadow","Kimmeridgian"
3.4,3.6,"Pasture","Kimmeridgian"
3.4,3.65,"Pasture","Kimmeridgian"
3.4,3.7,"Pasture","Kimmeridgian"
3.4,3.75,"Pasture","Kimmeridgian"
3.4,3.8,"Meadow","Kimmeridgian"
3.4,3.85,"Meadow","Kimmeridgian"
3.4,3.9,"Pasture","Kimmeridgian"
3.4,3.95,"Pasture","Kimmeridgian"
3.4,4,"Meadow","Sequanian"
3.4,4.05,"Meadow","Sequanian"
3.4,4.1,"Meadow","Sequanian"
3.4,4.15,"Meadow","Quaternary"
3.4,4.2,"Meadow","Quaternary"
3.4,4.25,"Meadow","Quaternary"
3.4,4.3,"Meadow","Quaternary"
3.4,4.35,"Meadow","Quaternary"
3.4,4.4,"Meadow","Quaternary"
3.4,4.45,"Meadow","Quaternary"
3.4,4.5,"Meadow","Quaternary"
3.4,4.55,"Meadow","Quaternary"
3.4,4.6,"Meadow","Quaternary"
3.4,4.65,"Pasture","Quaternary"
3.4,4.7,"Pasture","Quaternary"
3.4,4.75,"Pasture","Quaternary"
3.4,4.8,"Pasture","Quaternary"
3.4,4.85,"Pasture","Quaternary"
3.4,4.9,"Pasture","Argovian"
3.4,4.95,"Pasture","Argovian"
3.4,5,"Meadow","Argovian"
3.4,5.05,"Meadow","Argovian"
3.4,5.1,"Meadow","Argovian"
3.4,5.15,"Meadow","Sequanian"
3.4,5.2,"Meadow","Sequanian"
3.4,5.25,"Meadow","Sequanian"
3.4,5.3,"Meadow","Sequanian"
3.4,5.35,"Meadow","Sequanian"
3.4,5.4,"Meadow","Quaternary"
3.4,5.45,"Meadow","Quaternary"
3.4,5.5,"Meadow","Kimmeridgian"
3.4,5.55,"Pasture","Kimmeridgian"
3.4,5.6,"Pasture","Kimmeridgian"
3.45,0.85,"Pasture","Kimmeridgian"
3.45,0.9,"Pasture","Kimmeridgian"
3.45,0.95,"Pasture","Kimmeridgian"
3.45,1,"Pasture","Kimmeridgian"
3.45,1.05,"Pasture","Kimmeridgian"
3.45,1.1,"Pasture","Sequanian"
3.45,1.15,"Pasture","Sequanian"
3.45,1.2,"Meadow","Sequanian"
3.45,1.25,"Meadow","Sequanian"
3.45,1.3,"Meadow","Sequanian"
3.45,1.35,"Meadow","Sequanian"
3.45,1.4,"Meadow","Sequanian"
3.45,1.45,"Meadow","Sequanian"
3.45,1.5,"Meadow","Sequanian"
3.45,1.55,"Meadow","Sequanian"
3.45,1.6,"Tillage","Sequanian"
3.45,1.65,"Tillage","Sequanian"
3.45,1.7,"Meadow","Sequanian"
3.45,1.75,"Meadow","Sequanian"
3.45,1.8,"Pasture","Sequanian"
3.45,1.85,"Pasture","Kimmeridgian"
3.45,1.9,"Pasture","Kimmeridgian"
3.45,1.95,"Pasture","Kimmeridgian"
3.45,2,"Pasture","Kimmeridgian"
3.45,2.05,"Pasture","Kimmeridgian"
3.45,2.1,"Meadow","Kimmeridgian"
3.45,2.15,"Meadow","Quaternary"
3.45,2.2,"Meadow","Quaternary"
3.45,2.25,"Pasture","Kimmeridgian"
3.45,2.3,"Pasture","Kimmeridgian"
3.45,2.35,"Pasture","Kimmeridgian"
3.45,2.4,"Forest","Portlandian"
3.45,2.45,"Forest","Portlandian"
3.45,2.5,"Forest","Portlandian"
3.45,2.55,"Meadow","Kimmeridgian"
3.45,2.6,"Meadow","Kimmeridgian"
3.45,2.65,"Forest","Kimmeridgian"
3.45,2.7,"Forest","Kimmeridgian"
3.45,2.75,"Forest","Kimmeridgian"
3.45,2.8,"Forest","Sequanian"
3.45,2.85,"Forest","Sequanian"
3.45,2.9,"Meadow","Sequanian"
3.45,2.95,"Meadow","Sequanian"
3.45,3,"Pasture","Kimmeridgian"
3.45,3.05,"Pasture","Kimmeridgian"
3.45,3.1,"Pasture","Quaternary"
3.45,3.15,"Pasture","Kimmeridgian"
3.45,3.2,"Pasture","Kimmeridgian"
3.45,3.25,"Pasture","Kimmeridgian"
3.45,3.3,"Pasture","Kimmeridgian"
3.45,3.35,"Pasture","Kimmeridgian"
3.45,3.4,"Pasture","Kimmeridgian"
3.45,3.45,"Pasture","Kimmeridgian"
3.45,3.5,"Pasture","Kimmeridgian"
3.45,3.55,"Pasture","Kimmeridgian"
3.45,3.6,"Meadow","Kimmeridgian"
3.45,3.65,"Meadow","Kimmeridgian"
3.45,3.7,"Meadow","Kimmeridgian"
3.45,3.75,"Meadow","Kimmeridgian"
3.45,3.8,"Meadow","Kimmeridgian"
3.45,3.85,"Meadow","Kimmeridgian"
3.45,3.9,"Pasture","Kimmeridgian"
3.45,3.95,"Pasture","Kimmeridgian"
3.45,4,"Pasture","Kimmeridgian"
3.45,4.05,"Meadow","Sequanian"
3.45,4.1,"Meadow","Sequanian"
3.45,4.15,"Meadow","Quaternary"
3.45,4.2,"Meadow","Quaternary"
3.45,4.25,"Meadow","Quaternary"
3.45,4.3,"Meadow","Quaternary"
3.45,4.35,"Meadow","Quaternary"
3.45,4.4,"Meadow","Quaternary"
3.45,4.45,"Meadow","Quaternary"
3.45,4.5,"Meadow","Quaternary"
3.45,4.55,"Meadow","Quaternary"
3.45,4.6,"Meadow","Quaternary"
3.45,4.65,"Pasture","Quaternary"
3.45,4.7,"Pasture","Quaternary"
3.45,4.75,"Pasture","Quaternary"
3.45,4.8,"Meadow","Quaternary"
3.45,4.85,"Meadow","Quaternary"
3.45,4.9,"Pasture","Argovian"
3.45,4.95,"Pasture","Argovian"
3.45,5,"Forest","Argovian"
3.45,5.05,"Pasture","Argovian"
3.45,5.1,"Pasture","Argovian"
3.45,5.15,"Meadow","Sequanian"
3.45,5.2,"Meadow","Sequanian"
3.45,5.25,"Meadow","Sequanian"
3.45,5.3,"Meadow","Sequanian"
3.45,5.35,"Meadow","Sequanian"
3.45,5.4,"Meadow","Quaternary"
3.45,5.45,"Meadow","Quaternary"
3.45,5.5,"Pasture","Quaternary"
3.45,5.55,"Pasture","Kimmeridgian"
3.45,5.6,"Pasture","Kimmeridgian"
3.5,0.9,"Pasture","Kimmeridgian"
3.5,0.95,"Pasture","Kimmeridgian"
3.5,1,"Pasture","Kimmeridgian"
3.5,1.05,"Pasture","Kimmeridgian"
3.5,1.1,"Meadow","Kimmeridgian"
3.5,1.15,"Meadow","Kimmeridgian"
3.5,1.2,"Meadow","Sequanian"
3.5,1.25,"Meadow","Sequanian"
3.5,1.3,"Meadow","Sequanian"
3.5,1.35,"Meadow","Sequanian"
3.5,1.4,"Meadow","Sequanian"
3.5,1.45,"Meadow","Sequanian"
3.5,1.5,"Meadow","Sequanian"
3.5,1.55,"Meadow","Sequanian"
3.5,1.6,"Tillage","Sequanian"
3.5,1.65,"Tillage","Sequanian"
3.5,1.7,"Meadow","Sequanian"
3.5,1.75,"Meadow","Sequanian"
3.5,1.8,"Tillage","Sequanian"
3.5,1.85,"Pasture","Kimmeridgian"
3.5,1.9,"Pasture","Kimmeridgian"
3.5,1.95,"Pasture","Kimmeridgian"
3.5,2,"Pasture","Kimmeridgian"
3.5,2.05,"Pasture","Kimmeridgian"
3.5,2.1,"Meadow","Kimmeridgian"
3.5,2.15,"Meadow","Quaternary"
3.5,2.2,"Meadow","Quaternary"
3.5,2.25,"Meadow","Quaternary"
3.5,2.3,"Pasture","Kimmeridgian"
3.5,2.35,"Pasture","Kimmeridgian"
3.5,2.4,"Forest","Portlandian"
3.5,2.45,"Forest","Portlandian"
3.5,2.5,"Forest","Portlandian"
3.5,2.55,"Forest","Portlandian"
3.5,2.6,"Meadow","Kimmeridgian"
3.5,2.65,"Forest","Kimmeridgian"
3.5,2.7,"Forest","Kimmeridgian"
3.5,2.75,"Forest","Kimmeridgian"
3.5,2.8,"Forest","Sequanian"
3.5,2.85,"Forest","Sequanian"
3.5,2.9,"Forest","Sequanian"
3.5,2.95,"Forest","Sequanian"
3.5,3,"Pasture","Kimmeridgian"
3.5,3.05,"Pasture","Kimmeridgian"
3.5,3.1,"Pasture","Quaternary"
3.5,3.15,"Pasture","Kimmeridgian"
3.5,3.2,"Pasture","Kimmeridgian"
3.5,3.25,"Pasture","Kimmeridgian"
3.5,3.3,"Pasture","Kimmeridgian"
3.5,3.35,"Pasture","Kimmeridgian"
3.5,3.4,"Pasture","Kimmeridgian"
3.5,3.45,"Pasture","Kimmeridgian"
3.5,3.5,"Pasture","Kimmeridgian"
3.5,3.55,"Pasture","Kimmeridgian"
3.5,3.6,"Meadow","Kimmeridgian"
3.5,3.65,"Meadow","Kimmeridgian"
3.5,3.7,"Meadow","Kimmeridgian"
3.5,3.75,"Meadow","Kimmeridgian"
3.5,3.8,"Meadow","Kimmeridgian"
3.5,3.85,"Meadow","Kimmeridgian"
3.5,3.9,"Pasture","Kimmeridgian"
3.5,3.95,"Pasture","Kimmeridgian"
3.5,4,"Pasture","Kimmeridgian"
3.5,4.05,"Pasture","Sequanian"
3.5,4.1,"Pasture","Sequanian"
3.5,4.15,"Meadow","Sequanian"
3.5,4.2,"Meadow","Sequanian"
3.5,4.25,"Meadow","Sequanian"
3.5,4.3,"Meadow","Quaternary"
3.5,4.35,"Meadow","Quaternary"
3.5,4.4,"Meadow","Argovian"
3.5,4.45,"Meadow","Argovian"
3.5,4.5,"Meadow","Argovian"
3.5,4.55,"Meadow","Quaternary"
3.5,4.6,"Meadow","Quaternary"
3.5,4.65,"Pasture","Quaternary"
3.5,4.7,"Pasture","Quaternary"
3.5,4.75,"Pasture","Quaternary"
3.5,4.8,"Meadow","Quaternary"
3.5,4.85,"Meadow","Quaternary"
3.5,4.9,"Pasture","Argovian"
3.5,4.95,"Pasture","Argovian"
3.5,5,"Forest","Argovian"
3.5,5.05,"Pasture","Argovian"
3.5,5.1,"Pasture","Argovian"
3.5,5.15,"Pasture","Argovian"
3.5,5.2,"Pasture","Argovian"
3.5,5.25,"Meadow","Sequanian"
3.5,5.3,"Meadow","Sequanian"
3.5,5.35,"Meadow","Sequanian"
3.5,5.4,"Meadow","Quaternary"
3.5,5.45,"Meadow","Quaternary"
3.5,5.5,"Pasture","Quaternary"
3.5,5.55,"Pasture","Kimmeridgian"
3.5,5.6,"Pasture","Kimmeridgian"
3.55,0.9,"Meadow","Kimmeridgian"
3.55,0.95,"Pasture","Kimmeridgian"
3.55,1,"Pasture","Kimmeridgian"
3.55,1.05,"Pasture","Kimmeridgian"
3.55,1.1,"Meadow","Kimmeridgian"
3.55,1.15,"Meadow","Kimmeridgian"
3.55,1.2,"Meadow","Kimmeridgian"
3.55,1.25,"Meadow","Kimmeridgian"
3.55,1.3,"Meadow","Sequanian"
3.55,1.35,"Meadow","Sequanian"
3.55,1.4,"Meadow","Sequanian"
3.55,1.45,"Meadow","Sequanian"
3.55,1.5,"Meadow","Sequanian"
3.55,1.55,"Meadow","Sequanian"
3.55,1.6,"Tillage","Sequanian"
3.55,1.65,"Tillage","Sequanian"
3.55,1.7,"Tillage","Sequanian"
3.55,1.75,"Tillage","Sequanian"
3.55,1.8,"Tillage","Quaternary"
3.55,1.85,"Pasture","Kimmeridgian"
3.55,1.9,"Pasture","Kimmeridgian"
3.55,1.95,"Pasture","Kimmeridgian"
3.55,2,"Pasture","Kimmeridgian"
3.55,2.05,"Pasture","Kimmeridgian"
3.55,2.1,"Meadow","Kimmeridgian"
3.55,2.15,"Meadow","Quaternary"
3.55,2.2,"Meadow","Quaternary"
3.55,2.25,"Pasture","Kimmeridgian"
3.55,2.3,"Pasture","Kimmeridgian"
3.55,2.35,"Pasture","Kimmeridgian"
3.55,2.4,"Forest","Kimmeridgian"
3.55,2.45,"Forest","Kimmeridgian"
3.55,2.5,"Forest","Portlandian"
3.55,2.55,"Forest","Kimmeridgian"
3.55,2.6,"Forest","Kimmeridgian"
3.55,2.65,"Forest","Kimmeridgian"
3.55,2.7,"Forest","Kimmeridgian"
3.55,2.75,"Forest","Kimmeridgian"
3.55,2.8,"Forest","Sequanian"
3.55,2.85,"Forest","Sequanian"
3.55,2.9,"Pasture","Sequanian"
3.55,2.95,"Pasture","Sequanian"
3.55,3,"Meadow","Kimmeridgian"
3.55,3.05,"Meadow","Kimmeridgian"
3.55,3.1,"Pasture","Quaternary"
3.55,3.15,"Pasture","Kimmeridgian"
3.55,3.2,"Pasture","Kimmeridgian"
3.55,3.25,"Pasture","Kimmeridgian"
3.55,3.3,"Pasture","Kimmeridgian"
3.55,3.35,"Pasture","Kimmeridgian"
3.55,3.4,"Pasture","Kimmeridgian"
3.55,3.45,"Pasture","Kimmeridgian"
3.55,3.5,"Pasture","Kimmeridgian"
3.55,3.55,"Pasture","Kimmeridgian"
3.55,3.6,"Meadow","Kimmeridgian"
3.55,3.65,"Meadow","Kimmeridgian"
3.55,3.7,"Meadow","Kimmeridgian"
3.55,3.75,"Meadow","Kimmeridgian"
3.55,3.8,"Meadow","Kimmeridgian"
3.55,3.85,"Meadow","Kimmeridgian"
3.55,3.9,"Pasture","Kimmeridgian"
3.55,3.95,"Pasture","Kimmeridgian"
3.55,4,"Pasture","Kimmeridgian"
3.55,4.05,"Pasture","Kimmeridgian"
3.55,4.1,"Pasture","Kimmeridgian"
3.55,4.15,"Pasture","Sequanian"
3.55,4.2,"Pasture","Sequanian"
3.55,4.25,"Pasture","Sequanian"
3.55,4.3,"Meadow","Sequanian"
3.55,4.35,"Meadow","Sequanian"
3.55,4.4,"Forest","Argovian"
3.55,4.45,"Forest","Argovian"
3.55,4.5,"Meadow","Argovian"
3.55,4.55,"Pasture","Quaternary"
3.55,4.6,"Pasture","Quaternary"
3.55,4.65,"Pasture","Quaternary"
3.55,4.7,"Pasture","Quaternary"
3.55,4.75,"Pasture","Quaternary"
3.55,4.8,"Meadow","Quaternary"
3.55,4.85,"Meadow","Quaternary"
3.55,4.9,"Forest","Argovian"
3.55,4.95,"Forest","Argovian"
3.55,5,"Forest","Argovian"
3.55,5.05,"Forest","Argovian"
3.55,5.1,"Forest","Argovian"
3.55,5.15,"Pasture","Argovian"
3.55,5.2,"Pasture","Argovian"
3.55,5.25,"Meadow","Sequanian"
3.55,5.3,"Meadow","Sequanian"
3.55,5.35,"Meadow","Sequanian"
3.55,5.4,"Meadow","Sequanian"
3.55,5.45,"Meadow","Sequanian"
3.55,5.5,"Meadow","Kimmeridgian"
3.55,5.55,"Pasture","Kimmeridgian"
3.55,5.6,"Pasture","Kimmeridgian"
3.55,5.65,"Pasture","Kimmeridgian"
3.6,0.9,"Meadow","Kimmeridgian"
3.6,0.95,"Meadow","Kimmeridgian"
3.6,1,"Meadow","Kimmeridgian"
3.6,1.05,"Meadow","Kimmeridgian"
3.6,1.1,"Meadow","Kimmeridgian"
3.6,1.15,"Meadow","Kimmeridgian"
3.6,1.2,"Meadow","Kimmeridgian"
3.6,1.25,"Meadow","Kimmeridgian"
3.6,1.3,"Meadow","Sequanian"
3.6,1.35,"Meadow","Sequanian"
3.6,1.4,"Meadow","Sequanian"
3.6,1.45,"Meadow","Sequanian"
3.6,1.5,"Meadow","Sequanian"
3.6,1.55,"Meadow","Sequanian"
3.6,1.6,"Tillage","Sequanian"
3.6,1.65,"Tillage","Sequanian"
3.6,1.7,"Tillage","Sequanian"
3.6,1.75,"Tillage","Sequanian"
3.6,1.8,"Tillage","Quaternary"
3.6,1.85,"Pasture","Kimmeridgian"
3.6,1.9,"Pasture","Kimmeridgian"
3.6,1.95,"Pasture","Kimmeridgian"
3.6,2,"Pasture","Kimmeridgian"
3.6,2.05,"Pasture","Kimmeridgian"
3.6,2.1,"Meadow","Kimmeridgian"
3.6,2.15,"Forest","Kimmeridgian"
3.6,2.2,"Forest","Kimmeridgian"
3.6,2.25,"Pasture","Kimmeridgian"
3.6,2.3,"Pasture","Kimmeridgian"
3.6,2.35,"Pasture","Kimmeridgian"
3.6,2.4,"Forest","Kimmeridgian"
3.6,2.45,"Forest","Kimmeridgian"
3.6,2.5,"Forest","Kimmeridgian"
3.6,2.55,"Forest","Kimmeridgian"
3.6,2.6,"Forest","Kimmeridgian"
3.6,2.65,"Forest","Kimmeridgian"
3.6,2.7,"Forest","Kimmeridgian"
3.6,2.75,"Forest","Kimmeridgian"
3.6,2.8,"Forest","Kimmeridgian"
3.6,2.85,"Forest","Kimmeridgian"
3.6,2.9,"Pasture","Sequanian"
3.6,2.95,"Pasture","Sequanian"
3.6,3,"Meadow","Kimmeridgian"
3.6,3.05,"Meadow","Kimmeridgian"
3.6,3.1,"Meadow","Quaternary"
3.6,3.15,"Pasture","Kimmeridgian"
3.6,3.2,"Pasture","Kimmeridgian"
3.6,3.25,"Pasture","Kimmeridgian"
3.6,3.3,"Pasture","Kimmeridgian"
3.6,3.35,"Pasture","Kimmeridgian"
3.6,3.4,"Pasture","Kimmeridgian"
3.6,3.45,"Pasture","Kimmeridgian"
3.6,3.5,"Pasture","Kimmeridgian"
3.6,3.55,"Pasture","Kimmeridgian"
3.6,3.6,"Meadow","Kimmeridgian"
3.6,3.65,"Meadow","Kimmeridgian"
3.6,3.7,"Meadow","Kimmeridgian"
3.6,3.75,"Meadow","Kimmeridgian"
3.6,3.8,"Meadow","Kimmeridgian"
3.6,3.85,"Meadow","Kimmeridgian"
3.6,3.9,"Meadow","Kimmeridgian"
3.6,3.95,"Meadow","Kimmeridgian"
3.6,4,"Pasture","Kimmeridgian"
3.6,4.05,"Pasture","Kimmeridgian"
3.6,4.1,"Pasture","Kimmeridgian"
3.6,4.15,"Pasture","Sequanian"
3.6,4.2,"Pasture","Sequanian"
3.6,4.25,"Pasture","Sequanian"
3.6,4.3,"Meadow","Sequanian"
3.6,4.35,"Meadow","Sequanian"
3.6,4.4,"Forest","Argovian"
3.6,4.45,"Forest","Argovian"
3.6,4.5,"Meadow","Argovian"
3.6,4.55,"Pasture","Quaternary"
3.6,4.6,"Pasture","Quaternary"
3.6,4.65,"Pasture","Quaternary"
3.6,4.7,"Pasture","Quaternary"
3.6,4.75,"Pasture","Quaternary"
3.6,4.8,"Meadow","Quaternary"
3.6,4.85,"Meadow","Quaternary"
3.6,4.9,"Forest","Argovian"
3.6,4.95,"Forest","Argovian"
3.6,5,"Forest","Argovian"
3.6,5.05,"Forest","Argovian"
3.6,5.1,"Forest","Argovian"
3.6,5.15,"Pasture","Argovian"
3.6,5.2,"Pasture","Argovian"
3.6,5.25,"Pasture","Argovian"
3.6,5.3,"Meadow","Sequanian"
3.6,5.35,"Meadow","Sequanian"
3.6,5.4,"Meadow","Sequanian"
3.6,5.45,"Meadow","Sequanian"
3.6,5.5,"Meadow","Kimmeridgian"
3.6,5.55,"Pasture","Kimmeridgian"
3.6,5.6,"Pasture","Kimmeridgian"
3.6,5.65,"Pasture","Kimmeridgian"
3.6,5.7,"Pasture","Kimmeridgian"
3.65,0.9,"Pasture","Kimmeridgian"
3.65,0.95,"Meadow","Kimmeridgian"
3.65,1,"Meadow","Kimmeridgian"
3.65,1.05,"Meadow","Kimmeridgian"
3.65,1.1,"Meadow","Kimmeridgian"
3.65,1.15,"Meadow","Kimmeridgian"
3.65,1.2,"Meadow","Kimmeridgian"
3.65,1.25,"Meadow","Kimmeridgian"
3.65,1.3,"Meadow","Kimmeridgian"
3.65,1.35,"Meadow","Sequanian"
3.65,1.4,"Meadow","Sequanian"
3.65,1.45,"Meadow","Sequanian"
3.65,1.5,"Meadow","Sequanian"
3.65,1.55,"Meadow","Sequanian"
3.65,1.6,"Meadow","Sequanian"
3.65,1.65,"Meadow","Sequanian"
3.65,1.7,"Pasture","Sequanian"
3.65,1.75,"Pasture","Sequanian"
3.65,1.8,"Pasture","Kimmeridgian"
3.65,1.85,"Pasture","Quaternary"
3.65,1.9,"Pasture","Quaternary"
3.65,1.95,"Pasture","Quaternary"
3.65,2,"Pasture","Quaternary"
3.65,2.05,"Pasture","Quaternary"
3.65,2.1,"Meadow","Kimmeridgian"
3.65,2.15,"Forest","Kimmeridgian"
3.65,2.2,"Forest","Kimmeridgian"
3.65,2.25,"Forest","Kimmeridgian"
3.65,2.3,"Forest","Quaternary"
3.65,2.35,"Forest","Quaternary"
3.65,2.4,"Forest","Kimmeridgian"
3.65,2.45,"Forest","Kimmeridgian"
3.65,2.5,"Forest","Kimmeridgian"
3.65,2.55,"Forest","Kimmeridgian"
3.65,2.6,"Forest","Kimmeridgian"
3.65,2.65,"Forest","Kimmeridgian"
3.65,2.7,"Forest","Kimmeridgian"
3.65,2.75,"Forest","Kimmeridgian"
3.65,2.8,"Forest","Kimmeridgian"
3.65,2.85,"Forest","Kimmeridgian"
3.65,2.9,"Pasture","Sequanian"
3.65,2.95,"Pasture","Sequanian"
3.65,3,"Meadow","Kimmeridgian"
3.65,3.05,"Meadow","Kimmeridgian"
3.65,3.1,"Meadow","Quaternary"
3.65,3.15,"Meadow","Kimmeridgian"
3.65,3.2,"Meadow","Kimmeridgian"
3.65,3.25,"Meadow","Kimmeridgian"
3.65,3.3,"Meadow","Kimmeridgian"
3.65,3.35,"Meadow","Kimmeridgian"
3.65,3.4,"Pasture","Kimmeridgian"
3.65,3.45,"Pasture","Kimmeridgian"
3.65,3.5,"Meadow","Kimmeridgian"
3.65,3.55,"Meadow","Kimmeridgian"
3.65,3.6,"Meadow","Kimmeridgian"
3.65,3.65,"Meadow","Kimmeridgian"
3.65,3.7,"Meadow","Kimmeridgian"
3.65,3.75,"Meadow","Kimmeridgian"
3.65,3.8,"Meadow","Kimmeridgian"
3.65,3.85,"Meadow","Kimmeridgian"
3.65,3.9,"Meadow","Kimmeridgian"
3.65,3.95,"Meadow","Sequanian"
3.65,4,"Meadow","Sequanian"
3.65,4.05,"Meadow","Kimmeridgian"
3.65,4.1,"Meadow","Kimmeridgian"
3.65,4.15,"Meadow","Kimmeridgian"
3.65,4.2,"Meadow","Kimmeridgian"
3.65,4.25,"Meadow","Kimmeridgian"
3.65,4.3,"Pasture","Sequanian"
3.65,4.35,"Pasture","Sequanian"
3.65,4.4,"Meadow","Sequanian"
3.65,4.45,"Meadow","Sequanian"
3.65,4.5,"Meadow","Argovian"
3.65,4.55,"Meadow","Argovian"
3.65,4.6,"Meadow","Argovian"
3.65,4.65,"Meadow","Argovian"
3.65,4.7,"Meadow","Argovian"
3.65,4.75,"Meadow","Argovian"
3.65,4.8,"Meadow","Quaternary"
3.65,4.85,"Meadow","Quaternary"
3.65,4.9,"Meadow","Argovian"
3.65,4.95,"Meadow","Argovian"
3.65,5,"Meadow","Argovian"
3.65,5.05,"Forest","Argovian"
3.65,5.1,"Forest","Argovian"
3.65,5.15,"Forest","Argovian"
3.65,5.2,"Forest","Argovian"
3.65,5.25,"Meadow","Sequanian"
3.65,5.3,"Meadow","Sequanian"
3.65,5.35,"Meadow","Sequanian"
3.65,5.4,"Meadow","Sequanian"
3.65,5.45,"Meadow","Sequanian"
3.65,5.5,"Meadow","Sequanian"
3.65,5.55,"Meadow","Kimmeridgian"
3.65,5.6,"Meadow","Kimmeridgian"
3.65,5.65,"Pasture","Kimmeridgian"
3.65,5.7,"Pasture","Kimmeridgian"
3.65,5.75,"Pasture","Kimmeridgian"
3.7,0.9,"Pasture","Kimmeridgian"
3.7,0.95,"Meadow","Kimmeridgian"
3.7,1,"Meadow","Kimmeridgian"
3.7,1.05,"Meadow","Kimmeridgian"
3.7,1.1,"Meadow","Kimmeridgian"
3.7,1.15,"Meadow","Kimmeridgian"
3.7,1.2,"Meadow","Kimmeridgian"
3.7,1.25,"Meadow","Kimmeridgian"
3.7,1.3,"Meadow","Kimmeridgian"
3.7,1.35,"Meadow","Sequanian"
3.7,1.4,"Meadow","Sequanian"
3.7,1.45,"Meadow","Sequanian"
3.7,1.5,"Meadow","Sequanian"
3.7,1.55,"Meadow","Sequanian"
3.7,1.6,"Meadow","Sequanian"
3.7,1.65,"Meadow","Sequanian"
3.7,1.7,"Pasture","Sequanian"
3.7,1.75,"Pasture","Sequanian"
3.7,1.8,"Pasture","Kimmeridgian"
3.7,1.85,"Pasture","Quaternary"
3.7,1.9,"Pasture","Quaternary"
3.7,1.95,"Pasture","Quaternary"
3.7,2,"Pasture","Quaternary"
3.7,2.05,"Pasture","Quaternary"
3.7,2.1,"Meadow","Kimmeridgian"
3.7,2.15,"Forest","Kimmeridgian"
3.7,2.2,"Forest","Kimmeridgian"
3.7,2.25,"Forest","Kimmeridgian"
3.7,2.3,"Forest","Quaternary"
3.7,2.35,"Forest","Quaternary"
3.7,2.4,"Forest","Kimmeridgian"
3.7,2.45,"Forest","Kimmeridgian"
3.7,2.5,"Forest","Kimmeridgian"
3.7,2.55,"Forest","Kimmeridgian"
3.7,2.6,"Forest","Kimmeridgian"
3.7,2.65,"Forest","Kimmeridgian"
3.7,2.7,"Forest","Kimmeridgian"
3.7,2.75,"Forest","Kimmeridgian"
3.7,2.8,"Forest","Kimmeridgian"
3.7,2.85,"Forest","Kimmeridgian"
3.7,2.9,"Pasture","Sequanian"
3.7,2.95,"Pasture","Sequanian"
3.7,3,"Meadow","Kimmeridgian"
3.7,3.05,"Meadow","Kimmeridgian"
3.7,3.1,"Meadow","Quaternary"
3.7,3.15,"Meadow","Kimmeridgian"
3.7,3.2,"Meadow","Kimmeridgian"
3.7,3.25,"Meadow","Kimmeridgian"
3.7,3.3,"Meadow","Kimmeridgian"
3.7,3.35,"Meadow","Kimmeridgian"
3.7,3.4,"Pasture","Kimmeridgian"
3.7,3.45,"Pasture","Kimmeridgian"
3.7,3.5,"Meadow","Kimmeridgian"
3.7,3.55,"Meadow","Kimmeridgian"
3.7,3.6,"Meadow","Kimmeridgian"
3.7,3.65,"Meadow","Kimmeridgian"
3.7,3.7,"Meadow","Kimmeridgian"
3.7,3.75,"Meadow","Kimmeridgian"
3.7,3.8,"Meadow","Kimmeridgian"
3.7,3.85,"Meadow","Kimmeridgian"
